Date,Audience,Target_Group,Creative_Family,Creative_Version,Platform,Ad_Format,Campaign_Traffic,Total_Sessions,Total_Bounces,Total_Duration
1/4/2022,6,3,CloserTwins,OTT_15,OTT,Video,Campaign,18,1,0
19/6/2022,NA,NA,NA,NA,NA,NA,General traffic,261,27,35316
25/6/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,30
31/10/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,10,0,27
22/4/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,3,0,0
24/5/2022,2,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
16/6/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,14,0,0
17/5/2022,3,1,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0
9/7/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,5,0,0
19/9/2022,1,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,22,0,22
11/7/2022,5,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
10/4/2022,6,3,CompetitiveOpportunity,Cancelingyourlock,Domain Display,Single image,Campaign,24,0,10
20/9/2022,1,1,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
28/9/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,7,0,0
12/7/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0
25/4/2022,3,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0
21/9/2022,1,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0
1/7/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,2,0,0
12/8/2022,1,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,6,0,0
1/9/2022,6,3,others,728x90,Trade Media,National_mortgage_news,Campaign,1,0,0
25/10/2022,3,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,1,0,0
29/9/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,5,0,0
16/6/2022,4,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0
30/6/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,4,0,0
20/9/2022,2,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,6,0,0
12/6/2022,2,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0
21/6/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,8,0,174
31/8/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0
4/10/2022,3,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
16/9/2022,3,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,43,0,0
29/4/2022,6,3,CloserTwins,OTT_30,OTT,Video,Campaign,4,0,14
21/10/2022,2,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,11,0,0
5/9/2022,5,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
5/8/2022,1,1,CloserTwins,MoreLoans,Facebook,Video,Campaign,1,0,0
17/7/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,4,0,0
3/5/2022,3,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0
30/8/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0
21/7/2022,6,3,others,300x250,Trade Media,National_mortgage_news,Campaign,2,0,50
3/8/2022,2,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
24/8/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0
16/5/2022,5,2,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,1,0,0
29/8/2022,3,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,1,0,0
13/5/2022,4,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0
22/4/2022,2,1,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0
27/7/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,59
26/8/2022,4,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
6/8/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0
7/7/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,3,0,0
13/10/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,7,0,0
12/9/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,7,0,0
18/9/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,12,0,0
21/5/2022,5,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
25/6/2022,1,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0
4/8/2022,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,6,0,140
14/7/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,6,0,4
2/5/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
6/6/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0
23/5/2022,1,1,CloserTwins,Faceoff1,LinkedIn,Video,Campaign,1,0,0
15/6/2022,3,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0
2/8/2022,2,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,2,0,0
7/10/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,13,0,3
3/5/2022,5,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0
12/9/2022,4,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,3,0,0
12/7/2022,1,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
25/8/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,3,0,0
18/5/2022,1,1,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,0
10/6/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,2,0,0
2/7/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,5,0,0
15/7/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,78,0,9350
16/9/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
15/9/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
14/7/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,6,0,0
6/8/2022,4,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,8,0,0
31/8/2022,3,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0
17/9/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0
1/10/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,15,0,0
3/10/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,5,0,0
27/5/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
8/7/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
17/10/2022,2,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,9,0,62
11/10/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,5,0,1169
1/7/2022,5,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,13
2/7/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,8,0,100
17/9/2022,2,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,10,0,0
26/9/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,7,0,0
8/5/2022,1,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,2,0,0
1/5/2022,NA,NA,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0
24/6/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,4,0,75
3/7/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,9,0,6
19/4/2022,1,1,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,2,0,174
10/8/2022,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,5,0,64
17/5/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,6,0,0
3/5/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0
24/4/2022,2,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
30/5/2022,2,1,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,0
18/10/2022,3,1,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0
7/7/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,5,0,0
18/7/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,10,0,33
10/5/2022,5,2,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,2,0,0
21/8/2022,1,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
30/4/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,2,0,0
1/6/2022,1,1,UnfairAdvantage,All,Facebook,Carousel,Campaign,1,0,0
6/8/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,7,0,1087
20/5/2022,4,2,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,1,0,0
11/6/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,15,0,173
12/5/2022,4,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
9/9/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,9,0,0
30/4/2022,1,1,UnfairAdvantage,All,Facebook,Carousel,Campaign,1,0,0
17/4/2022,6,3,others,Rate Lock,Trade Media,Nmn,Campaign,1,0,0
29/6/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,5,0,0
27/7/2022,3,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,22,0,0
24/9/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,3,0,0
21/10/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,18,0,0
10/5/2022,5,2,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0
17/9/2022,3,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,180
5/6/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,13,0,1609
15/10/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,5,0,6
30/9/2022,5,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0
26/10/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,33,0,0
25/7/2022,3,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
12/4/2022,6,3,CloserTwins,OTT_30,OTT,Video,Campaign,23,0,972
13/7/2022,3,1,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0
6/10/2022,1,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
30/8/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,3,0,0
6/9/2022,3,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,8,0,1
12/9/2022,3,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,18,0,1470
15/10/2022,4,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0
30/7/2022,3,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,4,0,0
23/9/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,34,0,0
6/5/2022,1,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,4,0,0
26/8/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,4,0,0
29/6/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,9,0,0
13/10/2022,5,2,CloseFaster,FasterReg,User ID Display,NA,Campaign,31,30,93
4/8/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,2,0,0
4/10/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,5,0,0
24/7/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,6,0,4
21/6/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,10,0,0
25/9/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,5,0,0
24/7/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,2,0,0
17/10/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,24,0,5
23/5/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
17/8/2022,1,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,10,0,0
3/10/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0
8/6/2022,3,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0
7/8/2022,4,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
15/8/2022,2,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,3,0,0
15/8/2022,1,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0
8/9/2022,4,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0
19/4/2022,NA,NA,others,Baf-Baa,NA,NA,General traffic,3,0,0
17/4/2022,6,3,others,Rate Lock,Trade Media,Scotsman,Campaign,1,0,0
25/10/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,7,0,3
15/5/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,4,0,0
6/5/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0
18/5/2022,1,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0
23/6/2022,3,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,2,0,0
29/9/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,6,0,0
11/5/2022,2,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0
1/8/2022,1,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0
29/8/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,5,0,2
24/4/2022,6,3,CloserTwins,OTT_30,OTT,Video,Campaign,2,0,0
28/4/2022,1,1,CloserTwins,interactive,Domain Display,NA,Campaign,4,0,0
25/4/2022,4,2,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,1,0,0
13/8/2022,2,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,2,0,0
14/8/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,4,0,0
30/5/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,9,0,0
1/10/2022,5,2,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0
17/10/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,14,0,1346
10/8/2022,1,1,UnfairAdvantage,1page,Facebook,Single image,Campaign,1,0,0
27/5/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,74,0,7901
22/7/2022,4,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,3,0,37
9/8/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0
17/6/2022,3,1,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0
2/4/2022,6,3,CloserTwins,OTT_30,OTT,Video,Campaign,39,1,1074
15/6/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,10,0,218
24/10/2022,5,2,CloserTwins,interactive,Domain Display,NA,Campaign,1,1,0
30/7/2022,2,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,7,0,0
4/7/2022,1,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
21/10/2022,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,2,0,0
28/4/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,3,0,0
31/8/2022,1,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0
19/9/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0
19/8/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,3,0,0
11/6/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,14,0,0
18/6/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,1
10/8/2022,1,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,2,0,0
18/7/2022,1,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
20/10/2022,4,2,UnfairAdvantage,1099,Domain Display,NA,Campaign,55,0,1965
8/9/2022,1,1,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0
3/5/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,5,0,0
18/8/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0
28/9/2022,5,2,CloseFaster,FasterReg,User ID Display,NA,Campaign,19,19,0
3/7/2022,3,1,CloserTwins,Faster,Domain Display,NA,Campaign,2,0,0
13/10/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,53,0,0
24/6/2022,4,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0
27/8/2022,4,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,482
16/9/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,45,0,0
4/7/2022,3,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0
25/4/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,39
28/9/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0
22/7/2022,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,1783
23/8/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0
16/6/2022,NA,NA,NA,NA,NA,NA,General traffic,3704,521,1324572
12/4/2022,6,3,others,Rate Lock,Trade Media,Scotsman,Campaign,7,0,0
2/5/2022,NA,NA,NA,NA,NA,NA,General traffic,1694,3,155129
26/4/2022,1,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
29/7/2022,2,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0
5/9/2022,1,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
8/5/2022,5,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,7,0,0
13/8/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,3,0,13
16/7/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,3,0,0
26/8/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,6,0,1338
10/5/2022,4,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
5/7/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,10,0,0
17/8/2022,3,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0
23/8/2022,NA,NA,NA,NA,NA,NA,General traffic,2556,355,1009116
11/10/2022,4,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,3,0,0
23/10/2022,1,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0
16/6/2022,1,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0
26/5/2022,5,2,CloserTwins,interactive,Domain Display,NA,Campaign,1,0,0
21/8/2022,3,1,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0
2/10/2022,5,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0
5/9/2022,4,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,3,0,0
11/8/2022,1,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,6,0,0
7/5/2022,NA,NA,NA,NA,NA,NA,General traffic,142,1,6614
7/7/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,4,0,24
20/4/2022,1,1,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0
28/8/2022,5,2,CloseFaster,FasterReg,User ID Display,NA,Campaign,5,5,0
12/6/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,3,0,0
15/6/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,4,0,0
4/9/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,36
1/6/2022,4,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
26/9/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
25/6/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0
24/6/2022,1,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,8
25/8/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,4,0,0
21/4/2022,4,2,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,0
17/9/2022,5,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
3/6/2022,6,3,others,728x90,Trade Media,National_mortgage_news,Campaign,2,0,0
31/5/2022,NA,NA,others,300x250,NA,NA,General traffic,1,0,0
25/4/2022,3,1,CloserTwins,MoreLoans,Facebook,Video,Campaign,1,0,0
7/6/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0
24/6/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,3,0,0
14/4/2022,NA,NA,NA,NA,NA,NA,General traffic,2385,148,180259
30/9/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,7,0,0
15/9/2022,4,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
4/10/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,32,0,0
13/10/2022,4,2,UnfairAdvantage,1099,User ID Display,NA,Campaign,55,0,0
14/10/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,8,0,0
22/5/2022,4,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0
24/5/2022,NA,NA,NA,NA,NA,NA,General traffic,5220,571,1552363
24/8/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0
18/8/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,1,0,0
5/6/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,1,0,0
21/7/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,9,0,1063
27/9/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,4,0,0
1/9/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,7,0,0
9/10/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,2,0,0
7/8/2022,2,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0
11/8/2022,4,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
21/9/2022,5,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0
15/7/2022,4,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0
23/6/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,5,0,0
16/7/2022,1,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
29/4/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0
6/5/2022,4,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,5,0,0
21/8/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,11,0,941
19/6/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,7,0,0
29/8/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,7,0,0
30/6/2022,2,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0
25/8/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,16
9/8/2022,3,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
30/5/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0
12/7/2022,4,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0
20/6/2022,3,1,CloserTwins,MoreLoans,Facebook,Video,Campaign,1,0,0
29/10/2022,NA,NA,NA,NA,NA,NA,General traffic,396,73,59814
18/10/2022,4,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0
10/8/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0
29/4/2022,6,3,SEM Ads,NA,Google SEM,CPC,Campaign,112,0,12733
10/7/2022,NA,NA,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
7/5/2022,3,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,2,0,0
13/7/2022,1,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
9/7/2022,5,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
1/7/2022,2,1,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
22/10/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,64,0,4782
18/6/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,7,0,5
17/10/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,7,0,12
26/10/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,68,0,3865
14/10/2022,5,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,0
25/10/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0
6/9/2022,1,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0
12/7/2022,3,1,UnfairAdvantage,1page,Facebook,Single image,Campaign,1,0,0
4/5/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,4,0,0
7/9/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,8,0,0
13/5/2022,1,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,33
19/6/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0
8/9/2022,3,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
28/10/2022,4,2,UnfairAdvantage,1099,Domain Display,NA,Campaign,49,0,108
8/7/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0
17/5/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0
7/7/2022,2,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,0
12/10/2022,4,2,UnfairAdvantage,1099,User ID Display,NA,Campaign,65,0,0
25/4/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0
18/5/2022,1,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0
13/4/2022,6,3,CloserTwins,OTT_15,OTT,Video,Campaign,3,0,0
22/4/2022,2,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
14/7/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0
10/8/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,3,0,0
